prefilter_suggestion,prefilter_reason,Include_Title_Abstract,Exclusion_Reason,id,doi,title,abstract,keywords,venue,year,block,tool_type,method_class,sources_found
CHECK,no clear ET/irrigation signal in title/abstract,,,2-s2.0-105027395991,10.1049/icp.2025.2975,DIFFERENTIATING MONITORING APPROACHES FOR ENGINEERED-TO-ORDER (EtO) AND CONFIGURE-TO-ORDER (CtO) ASSETS,"Industrial asset monitoring depends on AI (Artificial Intelligence) driven analytics to enhance performance; however, approaches differ according to asset complexity, data availability, and operational context. This paper explores decision-support strategies for monitoring engineered-to-order (EtO) and configure-to-order (CtO) assets, comparing predictive analytics strategies, insight generation, and return on investment (ROI). Analysing two real-world cases, we illustrate how AI-powered diagnostics, operational variability, and system integration impact decision-making and action-taking. The findings emphasise AI’s potential role in improving asset resilience, optimising maintenance strategies, and supporting data-driven decision-making within industrial ecosystems, with ramifications for interoperability, efficiency, and business model innovation.",ASSET MONITORING;CONDITION MONITORING;CONFIGURE-TO-ORDER;ENGINEERED-TO-ORDER;OPERATIONAL TECHNOLOGY,Iet Conference Proceedings,2025,ETo_Software_Tools,Other / unspecified,Unclassified,scopus
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W4407148724,10.71326/jmb.v1i2.45,Etos Kerja dalam Kinerja Karyawan Generasi Z di Daerah Khusus  Ibukota Jakarta,"The study aims to explore work ethic on employee performance in generation Z in the Special Capital Region of Jakarta. SPSS for Windows version 24 as software to analyse the sample data in this study. The data used in the study is a work ethic scale with a population and sample of 100 people with a birth period of 1995 to 2015. The method applied is simple linear regression through partial (t) test with the independent variable, namely work ethic and the dependent variable, namely employee performance. The study results show that work ethic cannot affect the improvement of the performance of generation Z employees in the Special Capital Region of Jakarta and work ethic on employee performance in generation Z in the Special Capital Region of Jakarta has a negative effect and is normally distributed",Humanities; Medicine; Philosophy,Journal of Management Branding,2024,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W4401500488,10.37481/jmh.v4i2.892,Pengaruh Karakteristik Individu dan Komunikasi Internal terhadap Etos Kerja,"This research aims to examine the influence of individual characteristics and internal communication on work ethic. The population in this study were teachers at SMAN 04 South Tangerang City. The number of samples in this research was 60 teachers. The type of data in this research is primary data with data collection using a questionnaire. The data analysis method used is correlation analysis and multiple linear regression using SPSS version 20 software. This research shows that individual characteristics and internal communication together have a positive effect on work ethic, individual characteristics have a positive and significant effect on work ethic and communication. Internals have a positive effect on work ethic.",Psychology,AKADEMIK Jurnal Mahasiswa Humanis,2024,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,ET signal + off-topic token (medicine/clinical),,,https://openalex.org/W3334796,10.1016/0735-6757(88)90198-2,"Adaptation of SEBAL for estimating groundnuts evapotranspiration, in Cyprus","Pericardial tamponade persists as a diagnostic challenge to the clinician. The immediate diagnosis is particularly difficult when the patient is well compensated hemodynamically. In contrast to the deceptively stable appearance, the patient is at increased risk due to delayed onset, recognition, and therapy. A case of penetrating thoracic trauma is presented in which the concern about pericardial tamponade was considerable. However, the elements of clinical assessment were inconclusive. Two-dimensional echocardiography was employed in the emergency department to detect a pericardial effusion and thus avoid delayed management. Pericardial tamponade and associated vascular injuries were confirmed at surgery.",Evapotranspiration; Remote sensing; Environmental science; Irrigation; Elevation (ballistics); Lysimeter; Irrigation management; Satellite; Ground truth; Water balance; Soil water; Geography; Agronomy; Computer science; Mathematics; Soil science; Ecology; Geology,The American Journal of Emergency Medicine,2012,ETo_Software_Tools,Remote-sensing / energy-balance model,Deterministic,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W4415505541,10.35870/jemsi.v11i5.4530,"Peningkatan Kinerja Karyawan Melalui Keterikatan Karyawan, OCB dan Etos Kerja Pada Karyawan PT. Maxistayl Indonesia","The textile industry is a sector that contributes significantly to Indonesia's economic growth, but faces challenges in maintaining employee performance. This study aims to analyze the influence of employee engagement, OCB, and work ethic on employee performance at PT. Maxistayl Indonesia. A quantitative approach was used in collecting data through an online questionnaire. A sample of 100 respondents was selected using a simple random sampling method, and the data were analyzed using SmartPLS 3.0 software in the PLS-SEM model. From the data processing, it was found that all constructs in this study have demonstrated strong convergent validity, reflected in the AVE value exceeding the threshold of 0.50.",Sample (material); Work ethic; Data collection; Simple random sample; Work (physics); Value (mathematics),JEMSI (Jurnal Ekonomi Manajemen dan Akuntansi),2025,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W4317608109,10.1007/s40010-023-00809-z,FAT-ETO: Fuzzy-AHP-TOPSIS-Based Efficient Task Offloading Algorithm for Scientific Workflows in Heterogeneous Fog–Cloud Environment,,Cloud computing; Computer science; Analytic hierarchy process; TOPSIS; Workflow; Multiple-criteria decision analysis; Task (project management); Fuzzy logic; Ideal solution; Data mining; Distributed computing; Algorithm; Operations research; Artificial intelligence; Database; Systems engineering; Engineering,Proceedings of the National Academy of Sciences India Section A Physical Sciences,2023,ETo_Software_Tools,Other / unspecified,Non-deterministic,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W4285216969,10.2139/ssrn.4125397,Cad/Pdm-Erp Integration in Eto-Based Manufacturing,,CAD; Manufacturing engineering; Computer science; Engineering; Engineering drawing; Industrial engineering; Software engineering,SSRN Electronic Journal,2022,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W3108852448,,"Pengaruh Etika Kerja, Etika Bisnis Dan Etos Kerja Terhadap Persaingan Entrepreneur Pada Organisasi Perkumpulan Perempuan Wirausaha Indonesia Dewan Pimpinan Cabang Kabupaten Banyuwangi","Work ethics as a critical and rationalist reflection on moral values ​​and norms in determining attitudes and behavior of human life, as well as business ethics values ​​that will encourage values ​​of goodness, and actualized morality in human behavior, as well as work ethic values ​​that promote the totality of personality. someone in encouraging himself to act and achieve good deeds so that the relationship between humans can be well established, in social and economic behavior in running his business which does not rule out competition between entrepreneurs with one another. This study aims to examine empirically the variables in the research that have been formulated in the formulation of the problem, namely whether work ethics, business ethics and work ethics have a significant effect on thecompetition of entrepreneurial members female entrepreneurialof DPC Banyuwangi, simultaneously and partially. This research is in the form of quantitative explanatory research to analyze the effect of work ethics, business ethics and work ethics oncompetition entrepreneurial, using a survey method. Sampling using sampling techniques nonprobability Sampling withtechnique sampling the most appropriateis saturated sampling pursuant to which all members of the DPC Banyuwangi women entrepreneurs numbering as many as 49 people. Multiple linear regression analysis tools, with the help of Statistical Package for the Sciences (SPSS) software version 22.
The results of the analysis show that work ethic variables have a significant effect oncompetition entrepreneurial, with (Standardized Coefficients) 0.092. The variable of business ethics has a significant effect oncompetition entrepreneurial, with (Standardized Coefficients) 0.081. Work ethic variable has a significant effect oncompetition entrepreneur, with (Standardized Coefficients) 0.864. Meanwhile, (Simultaneously) work ethics, business ethics and work ethic variables have a significant effect oncompetition entrepreneurial with a calculated F value of 724.101 ≥ F table 3.20 and a significance of 0.000 ≤ 0.05. Then to test R2 (coefficient of determination) amounted to 0,990, or 99%, while the remaining 1% is influenced by other variables not examined by the authors in this study.                                       
Etika kerja sebagai refleksi kritis dan rasionalis mengenai nilai moral dan norma dalam menentukan sikap dan perilaku hidup manusia, sekaligus nilai etika bisnis yang akan mendorong nilai-nilai kebaikan, dan moralitas yang diaktualisasikan dalam perilaku manusia, begitu juga nilai etos kerja yang mengedepankan totalitas kepribadian seseorang dalam mendorong dirinya untuk bertindak dan meraih amal kebajikan sehingga hubungan antara manusia dapat terjalin dengan baik baik, dalam perilaku sosial dan ekonomi dalam menjalankan usahanya yang tidak menutup kemungkinan akan terjadinya persaingan antara entrepreneur satu dengan yang lainnya. Penelitian ini bertujuan untuk mengkaji secara empiris variabel-variabel dalam penelitian yang telah dirumuskan dalam rumusan masalah yaitu apakah etika kerja, etika bisnis dan etos kerja berpengaruh signifikan terhadap persaingan entrepreneur anggota wirausaha perempuan DPC Banyuwangi, secara simultan dan parsial. Penelitian berbentuk kuantitatif explanatory research untuk menganalisis pengaruh etika kerja, etika bisnis dan etos kerja terhadap persaingan enterpreneur, dengan metode survei. Pengambilan sampel menggunakan tekhnik sampling Nonprobability Sampling dengan teknik sampling yang paling cocok adalah sampling jenuh yaitu seluruh anggota wirausaha perempuan DPC Banyuwangi yang berjumlah sebanyak 49 orang. Alat analisis regresi linier berganda, dengan bantuan software Statistical Package for the Sciences (SPSS) versi 22.
Hasil analisis menunjukkan variabel etika kerja berpengaruh signifikan terhadap persaingan entrepreneur, dengan (Standardized Coefficients) 0,092. Variabel etika bisnis berpengaruh signifikan terhadap persaingan entrepreneur, dengan (Standardized Coefficients) 0,081. Variabel etos kerja berpengaruh signifikan terhadap persaingan entrepreneur, dengan (Standardized Coefficients) 0,864. Sedangkan (Simultan) variabel etika kerja, etika bisnis dan etos kerja berpengaruh signifikan terhadap persaingan entrepreneur dengan nilai F hitung sebesar 724,101 ≥ F tabel 3,20 dan Signifikansi 0,000 ≤ 0,05. Kemudian untuk uji R2 (koefisien determinasi) sebesar 0,990 atau 99%, sedangkan sisanya sebesar 1% dipengaruhi oleh variabel lain yang tidak diteliti oleh penulis dalam penelitian ini",Work ethic; Nonprobability sampling; Business ethics; Work (physics); Morality; Personality; Business administration; Sociology; Social psychology; Psychology; Management; Business; Political science; Law; Economics; Engineering; Population,,2020,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W2560766369,,Pengaruh etos kerja Islam terhadap kualitas kerja karyawan melalui kinerja: Studi pada Kantor Badan Narkotika Nasional Kota Malang,"INDONESIA:&#13;\n&#13;\nAkhir-akhir ini etos kerja islam jadi topik utama dalam dunia kerja karena mampu memberikan kontribusi besar terhadap individu dalam melakukan pekerjaan. Bekerja tidak hanya sekedar melaksanakan sebuah kewajiban ataupun gaji yang tinggi akan tetapi lebih dari itu, bekerja adalah ibadah kepada yang maha kuasa dan juga amanah. Nilai-nilai ini akan membantu meningkatkan kinerja individu dalam melaksanakan aktifitas dan tugasnya. Selain itu, dalam konteks organisasi, nilai etos kerja islam juga mendorong terciptanya nilai budaya organisasi yang positif dan bermakna. Sehingga secara tidak langsung, implikasinya adalah pada peningkatan kinerja individu dan organisasi.&#13;\n&#13;\nPenelitian dilakukan di kantor BNN Kota Malang. Tujuan penelitian ini adalah untuk menguji dan menganalisis pengaruh etos kerja islam terhadap kualitas kerja karyawan secara langsung, menguji dan menganalisis pengaruh etos kerja islam terhadap kualitas kerja karyawan melalui kinerja sebagai variabel intervening(perantara). Variabel yang digunakan adalah etos kerja islam sebagai variabel independen, kinerja sebagai variabel intervening, dan kualitas kerja karyawan sebagai variabel dependen. Sampel yang digunakan adalah seluruh karyawan kantor BNN Kota Malang sebanyak 33 responden (33 karyawan) dengan menggunakan metode non probability sampling yaitu dengan sampling jenuh (sensus). Metode pengumpulan data yang digunakan adalah kuesioner (angket). Analisis yang digunakan meliputi uji validitas, uji reliabilitas, analisis regresi linier dan intervening menggunakan analisi jalur (Path Analysis) dengan bantuan software SPSS 16.0 for windows.&#13;\n&#13;\nHasil penelitian menunjukkan bahwa etos kerja islam berpengaruh signifikan terhadap kualitas kerja karyawan sebesar 0.588 secara langsung. Dan juga, eos kerja islam berpengaruh terhadap kualitas kerja karyawan apabila melalui kinerja sebagai variabel intervening karena signifkansinya sebesar 0,000. Sehingga dapat disimpulkan bahwa etos kerja islam berpengaruh pada kualitas kerja karyawan secara langsung melalui variabel kinerja.&#13;\n&#13;\nENGLISH:&#13;\n&#13;\nLately Islamic work ethic so the main topics in the world of work because it can make a major contribution to the individual to do the job. Working not only carrying out a duty or a high salary but more than that, work is worship to the almighty and also trustworthy. These values will help improve the performance of individuals in carrying out the activities and duties. Moreover, in the organization context, the value of the work ethic of Islam also encourages the creation of a positive organizational culture that values and meaningful. Thus indirectly, the implication is on improving individual and organizational performance.&#13;\n&#13;\nThe study was conducted in BNN office Malang. The purpose of this study is to examine and analyze the influence of Islam on the quality of the work ethic of employees directly, test and analyze the influence of Islam on the quality of the work ethic of employees through performance as an intervening variable (intermediate). Variable used is the work ethic of Islam as an independent variable, performance as an intervening variable, and the quality of employment as the dependent variable. The samples used were all employees of the BNN office Malang total of 33 respondents (33 employees) using a non-probability sampling method that is saturated with sampling (census). Data collection method used was a questionnaire. The include analysis used test validity, reliability testing, and linear regression analysis using the intervening path analysis with the help of software SPSS 16.0 for Windows.&#13;\n&#13;\nThe results showed that the Islamic work ethic significant effect on the quality of employee work directly for 0.588. And also, ethic Islamic work affects the quality of employee performance through because if the significance of 0.000. It can be concluded that the work ethic of Islam affect the quality of employees directly through performance variables.",Business administration; Psychology; Humanities; Business; Philosophy,eTheses of Maulana Malik Ibrahim State Islamic University (Maulana Malik Ibrahim State Islamic University),2014,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W7136094662,,Pengaruh Pelatihan dan Work-Life Balance terhadap Kinerja Pegawai Melalui Komitmen Afektif dan Etos Kerja pada Dinas Kependudukan dan Pencatatan Sipil Kabupaten Malaka,"The thesis entitled “The Effect of Training and Work-Life Balance on Employee Performance through Affective Commitment and Work Ethic at the Malaka Regency Population and Civil Registration Office” was written by Fitriana Seuk Berek, Student ID: 811231006, under the supervision of Dr. M. E. Perseveranda, SE, M.Si as Primary Supervisor and Dr. Yolinda Yanti Sonbay, SE, M.Sc as Secondary Supervisor. Employee performance is an important factor in the implementation of public services, making the improvement of human resource quality a top priority for organizations. This research is motivated by the importance of training and worklife balance in enhancing performance, as well as the role of affective commitment and work ethic as mediating variables. The objectives of this study are: (1) To describe employees’ perceptions regarding employee performance, training, work-life balance, affective commitment, and work ethic; (2) To determine the significance of the effect of training on employee performance; (3) to determine the significance of the effect of work-life balance on employee performance; (4) to determine the significance of the effect of affective commitment on employee performance; (5) to determine the significance of the effect of work ethic on employee performance; (6) to determine the significance of the effect of training on employee performance through affective commitment; and (7) to determine the significance of the effect of work-life balance on employee performance through work ethic. The research population consists of all employees of the Malaka Regency Population and Civil Registration Office, totaling 31, with the research sample determined using the census method. The data used are primary data through questionnaires and secondary data in the form of supporting agency documents. Data analysis was conducted using the Partial Least Square–Structural Equation Modeling (PLS-SEM) method with the assistance of SmartPLS software. The research results indicate that training, work-life balance, and affective commitment significantly influence employee performance, whereas work ethic does not have a significant effect. Affective commitment is proven to significantly mediate the effect of training on performance, while work ethic does not mediate the effect of work-life balance on performance. These findings confirm that improving employee performance is more effectively achieved through optimizing training programs and strengthening affective commitment rather than through work ethic or work-life balance alone. The suggested recommendation is that the Malaka Regency Civil Registry Office should enhance the quality and intensity of training tailored to employees' needs, as well as build emotional bonds and loyalty of employees to the organization. Attention to work-life balance and work ethic is still necessary, but not as primary factors in improving performance, rather as supporting factors.",Population; Organizational commitment; Statistical significance; Human resources; Balance (ability); Work (physics); Affect (linguistics); Human resource management,Repository Universitas Katolik Widya Mandira (Universitas Katolik Widya Mandala),2025,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W201940464,,"Pengaruh Etos Kerja, Kepuasan Kerja Dan Motivasi Berprestasi Terhadap Kinerja Pegawai Instalasi Pengolahan Air PDAM Tirtanadi Provinsi Sumatera Utara","Water Treatment Plant PDAM Tirtanadi North Sumatra Province function to process the raw water into drinking water prepared through water treatment processes in accordance with the Regulation of the Minister of Health. To achieve the goals set by the company must be accompanied by a good performance as well. Water Treatment Plant PDAM Tirtanadi North Sumatra province employee performance is not optimal, is visible from the specified quality objectives not yet achieved such a targeted company. There are several factors that affect the performance of these employees, among others, work ethic, job satisfaction, and achievement motivation. Some employees still lack the discipline to run the rules and operating procedures established by the company. Employees less willing to work hard, and even less honest in reporting the results of his work. Employee complaints who feel less satisfied because of the lack of attention and appreciation from the head of the installation of the performance achieved. Lack of morale and lack of willingness of some employees to improve the quality and performance. Formulation of the problem in this research is: How does the work ethic, job satisfaction, and achievement motivation to employee performance Water Treatment Plant PDAM Tirtanadi North Sumatra Province, and how the influence of incentives and work environment on employee job satisfaction Water Treatment Plant PDAM Tirtanadi North Sumatra Province. The theory used in this study was the theories of Human Resource Management, which deals about work ethic, job satisfaction, achievement motivation and performance. This research was conducted using a survey approach. This research is descriptive quantitative. The population is all employees in the office of Water Treatment Plant PDAM Tirtanadi North Sumatra Province, amounting to 124 people. Universitas Sumatera Utara Researchers took samples by using the Slovin formula and obtained as many as 55 people, employees in the sample. Data collected by interviews, questionnaires and documentation study. Processing data using SPSS software and analyzed with descriptive analysis and hypothesis testing with multiple linear regression. The results test the first hypothesis suggests that the work ethic, job satisfaction and achievement motivation simultaneously has a very significant to employee performance in Water Treatment Plant PDAM Tirtanadi North Sumatra Province, and more job satisfaction partially dominant effect on employee performance. Testing the second hypothesis suggests that incentives and work environment simultaneously influence is very significant impact on job satisfaction of employees in Water Treatment Plant PDAM Tirtanadi North Sumatra Province, and partially dominant incentive effects on job satisfaction.",Job satisfaction; Work (physics); Business; Incentive; Business administration; Work performance; Employee motivation; Operations management; Psychology; Job performance; Management; Marketing; Engineering; Social psychology; Economics,,2011,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W2948694886,,PENGARUH PENGAWASAN KERJA DAN ETOS KERJA TERHADAP KINERJA KARYAWAN DENGAN LINGKUNGAN KERJA SEBAGAI VARIABEL MODERATING (Studi Pada CV. Reza Mindi Raya Motor),"ABSTRAK Penelitian ini bertujuan untuk mengetahui sejauh mana pengaruh pengawasan kerja dan etos kerja terhadap kinerja karyawan dengan lingkungan kerja sebagai variabel moderating. Variabel dependen dalam penelitian ini adalah kinerja karyawan. Variabel indipendennya adalah pengawasan kerja dan etos kerja, sedangkan variabal Moderating adalah lingkungan kerja. Metode pengambilan sempel dengan teknik purposive sempling sebanyak 35 responden dengan cara menyebarkan kuisioner secara langsung. Metode analisis data menggunakan Equestion Modeling-Partial Least Square (SEM-PLS) dengan menggunakan Software SmartPLS. Tahapan perhitungan PLS menggunakan 2 model yaitu pengukuran model (Outer Loadings) dan pengujian Model Struktural (Inner Model). Hasil penelitian ini menunjukan bahwa terdapat pengaruh yang signifikan dari pengawasan kerja terhadap kinerja karyawan., terdapat pengaruh yang signifikan dari etos kerja terhadap kinerja karyawan, terdapat pengaruh yang signifikan dari lingkungan kerja terhadap kinerja karyawan, terdapat pengaruh yang tidak signifikan dari pengawasan kerja terhadap kinerja karyawan yang dimoderasi oleh lingkungan kerja, terdapat pengaruh yang tidak signifikan dari etos kerja terhadap kinerja karyawan yang dimoderasi oleh lingkungan kerja. Kata Kunci : Pengawasan Kerja,Etos Kerja, Kinerja Karyawan,Lingkungan Kerja. ABSTRACT This study aims to determine the extent to which the influence of work supervision and work ethic on employee performance with the work environment as a moderating variable. Dependent variable in this research is employee performance. Independent variables are work supervision and work ethic, while Moderating variables are work environment. Sempling method with purposive sempling technique is 35 respondents by distributing questionnaire directly. Method of data analysis using Equestion Modeling-Partial Least Square (SEM-PLS) by using SmartPLS Software. PLS calculation phases use 2 models of model measurement (Outer Loadings) and testing of Structural Model (Inner Model). The results of this study indicate that there is a significant influence of work supervision on employee performance, there is a significant influence of work ethic on employee performance, there is a significant influence of the work environment on employee performance, there is a nonsignificant influence of work supervision on employee performance moderated by the work environment, there is an insignificant influence of the work ethic on employee performance moderated by the work environment. Keywords: Work Supervision, Work Ethic, Employee Performance, Work Environment",Psychology; Humanities; Business administration; Business; Philosophy,,2018,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,ET signal + off-topic token (engineer-to-order (manufacturing)),,,https://openalex.org/W2802278895,,Knowledge sharing in engineer-to-order (ETO) manufacturing enterprises.,"Sharing Knowledge is considered an important part of managing new product development (NPD) research on the process of NPD and Knowledge Management methods have influenced industry in various ways. For example the management of the NPD process, the use of tools, techniques and the organisation of teams, and the integration of the marketing and manufacturing have resulted in considerable progress within NPD process. Prior studies on the NPD problems have delivered various models of the NPD process and a variety of supporting methods, tools and techniques in a generic context. A more realistic scenario however, is to consider the needs of firms that develop products on a Make-to-Order (MTO) or Engineer-to-Order (ETO) basis.The research methodology adopted was based on extracting a preliminary ETO model supported by variety of Knowledge Management methods, tools and techniques from the review of literature. To examine the applicability of these models and methods and also the influential factors on the NPD process a survey by questionnaire and structured interviews in UK industrial companies was carried out. Findings were bound together to provide a generic model of the ETO process and a framework for the knowledge sharing on the specific needs of ETO manufacturing companies. IDEFO technique was used to develop the preliminary and the generic models.The objective of this research is to construct a structured and practical framework for supporting the opportunity for knowledge sharing within one-off projects. The knowledge sharing framework referred to as 'Sharing-ETO-Knowledge' (SETOK) was translated into a computer program using the ""MS Visio' enterprise modelling systems. It was examined by applying the system program to the data of the two cases that had been obtained at the case study stage. The framework has been fruitful in the provision of a guideline for the implementation of the knowledge sharing in various NPD-ETO projects.The SETOK framework may be viewed as a practical, robust generic tool to assess the process performance of ETO manufacturing projects. The outcome of this study would help ETO manufacturing companies in their knowledge sharing and decision making processes with regards to NPD-ETO manufacturing projects.",Variety (cybernetics); Knowledge sharing; Knowledge management; Process (computing); Context (archaeology); New product development; Process management; Order (exchange); Construct (python library); Engineering; Product (mathematics); Computer science; Business; Marketing; Artificial intelligence,SHURA (Sheffield Hallam University Research Archive) (Sheffield Hallam University),2007,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,ET signal + off-topic token (engineer-to-order (manufacturing)),,,https://openalex.org/W1892516079,,Improving product design phase for engineer to order (ETO) product with knowledge base engineering (KBE),"In industry currently Computer Aided Design (CAD) is an important tool for the modification, analysis, or optimization of the 3D virtual environment that replicates the physical product. CAD software is an efficient and reliable tool. However, as globalization increases customer demands, this process needs to be faster and more efficient to accommodate changing product design situations, especially for Engineer-to- Order (ETO) products. The traditional method of product design process is to operate CAD software without argumentation. Design engineers create CAD prototypes and drawings based on available knowledge and information which comes from engineering experts, company standards, industrial practices as well as other sources. Research has shown that 80% of knowledge is not captured in the system. It can be time consuming for the design engineer to provide an accurate and consistent virtual product. Researchers have found that the traditional method is unreliable, inaccurate and inefficient. There is room for improvement in the product design situation for ETO products. There is a need to develop a design method that is faster and reduces costs. Knowledge Base Engineering (KBE) is an alternative system that is built to capture and reuse knowledge. KBE technology is well known for reducing lead-time and design errors using automation. Through integrating KBE technology with CAD software, design engineers create virtual product configurations by applying a scripting language to the CAD model. It requires time and effort invested in a different way than traditional design method, which may cost more to develop. However it is more efficient and accurate when producing multiple configurations. This research experiment is to define a better design method for the ETO product situation by comparing the traditional design method with the KBE/CAD integration method. The research question is ""Is the Knowledge-Based Engineering (KBE) and Computer Aided Design (CAD) integration design approach more efficient for the reduction of lead time and design error than the traditional method for Engineering-to- Order (ETO) product situations"".",Engineering; Product (mathematics); Product design; Knowledge base; New product development; Manufacturing engineering; Product engineering; Product lifecycle; Order (exchange); Base (topology); Systems engineering; Computer science; Business; Mathematics; Artificial intelligence,Purdue e-Pubs (Purdue University),2015,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W2917164601,,"Modelo de un sistema de información para la gestión de la producción bajo un enfoque de empresas virtuales, orientado a la industria eto/mto","Esta tesis doctoral representa un esfuerzo de investigacion para la propuesta de un modelo de sistemas de informacion para la gestion de la produccion bajo un enfoque de empresas virtuales y extendidas (EV/EE) orientado a la industria de ingenieria y fabricacion bajo pedido (ETO/MTO). Se utiliza como marco de referencia la arquitectura GERAM (Generalized Enterprise Reference Architecture and Methodology), con el fin de mejorar de manera global el funcionamiento de la cadena del valor en este tipo de ambientes. En los entornos ETO/MTO, la forma de operar tanto al nivel interno como externo, es mas efectiva con la integracion eficiente de cada uno de los procesos y actores participantes en el diseno y fabricacion de un producto de alta complejidad como los que suelen darse en este tipo de ambientes de produccion; para asi mejorar la posicion competitiva de los involucrados. Se hace enfasis en las arquitecturas de referencia y metodologias de integracion como apoyo al desarrollo de software reusable, portable, transparente, estandar y en el modelo de componentes y su aplicacion en el desarrollo del modelo de sistema de informacion. Los topicos relacionados con esta tesis doctoral son los siguientes: el concepto de integracion en los sistemas de fabricacion e informacion, el enfoque de sistemas de informacion distribuidos y abiertos, la gestion de la produccion, el paradigma de EV/EE, los ambientes de fabricacion ETO/MTO; asi como tambien las arquitecturas de referencia y metodologias de integracion y su aplicacion en el modelado de sistemas de informacion para la gestion de la produccion en este tipo contexto. Juegan un papel primordial el uso y aplicacion de las tecnologias de informacion y comunicacion (TIC's) para el exito del modelo propuesta en este esfuerzo de investigacion. Se utiliza la metodologia de Caso de Estudio, con el fin de evaluar y valorar los requerimientos y funcionalidades del modelo propuesto; y un analisis comparativo conceptual para comprobar las proposiciones del estudio. Se desarrolla un prototipo informatico con algunas de las funcionalidades del modelo.",Humanities; Political science; Philosophy,Dialnet (Universidad de la Rioja),2007,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
CHECK,no clear ET/irrigation signal in title/abstract,,,https://openalex.org/W2897232129,,PENGARUH KEPEMIMPINAN DAN ETOS KERJA ISLAMI TERHADAP KOMITMEN DAN KINERJA KARYAWAN RSU PKU MUHAMMADIYAH/AISYIYAH DI JAWA TENGAH,"Latar belakang: Sebagai negara dengan mayoritas penduduk beragama Islam sudah sepantasnya Indonesia menempatkan syariah Islam sebagai hal dominan di semua aspek kehidupan. Dalam hal kinerja peran seorang pemimpin yang mengamalkan nilai-nilai Islam sangat diperlukan dan banyak penelitian telah membuktikan keterkaitannya. Kinerja karyawan rumah sakit juga perlu diperhatikan agar dapat memberikan pelayanan terbaik pada pasien.
Tujuan penelitian: untuk menganalisis pengaruh kepemimpinan Islami terhadap kinerja karyawan baik secara langsung atau secara tidak langsung yaitu melalui etika kerja Islami dan komitmen karyawan. 
Metode: penelitian ini merupakan penelitian deskriptif kuantitatif dengan rancangan cross sectional. Populasi penelitian yaitu pegawai RSU/PKU Muhammadiyyah di Jawa Tengah. Sampel penelitian adalah 164 pegawai RSU/PKU Muhammadiyyah di Jawa Tengah dengan kriteria: memiliki masa kerja minimal 2 tahun dan pegawai tetap. Adapun untuk pegawai berstatus PNS yang diperbantukan (DPK) dan pegawai yang sedang dinas luar atau tidak ada di lokasi penelitian dieksklusi dari penelitian ini. Pengujian hipotesis dilakukan menggunakan model SEM dengan software AMOS 21.
Hasil: Pengujian model fit menghasilkan nilai 2 sebesar 1135,8 dengan nilai p<0,05 dan Nilai CMIN/DF sebesar 2,847 diatas 2,00. Nilai GFI sebesar 0,673 kurang dari 0,90, dan nilai AGFI sebesar 0,618 juga kurang dari 0,90. Nilai TLI sebesar 0,813 masih di bawah 0,95 dan nilai CFI sebesar 0,828 juga kurang dari 0,95 serta nilai RMSEA sebesar 0,106 di atas 0,08. Hasil tersebut menunjukkan bahwa model keseluruhan kurang memenuhi kriteria model fit. Berdasarkan hasil analisis regression weights diperoleh nilai p < 0,05 untuk pengaruh kepemimpinan Islami terhadap etos kerja Islami dan pengaruh komitmen terhadap kinerja karyawan.
Kesimpulan: etos kerja Islami bukan merupakan variabel intervening dari hubungan kepemimpinan Islami dan komitmen terhadap kinerja karyawan, komitmen juga bukan merupakan variabel intervening dari hubungan kepemimpinan Islami dan etos kerja Islami terhadap kinerja karyawan.",Physics; Gynecology; Humanities; Mathematics; Medicine; Philosophy,,2018,ETo_Software_Tools,Desktop / generic software,Unclassified,openalex
